id,sentiment
"12311_10",0.9151643146264175
"8348_2",0.12337810419577477
"5828_4",0.6328971597313576
"7186_2",0.6015198518936613
"12128_7",0.8170863531733774
"2913_8",0.6484319503234328
"4396_1",0.11496764362316755
"395_2",0.3806522119654545
"10616_1",0.020633251483913723
"9074_9",0.5630331272145609
"9252_3",0.241658107595489
"9896_9",0.6475392707583938
"574_4",0.5501366810207424
"11182_8",0.6104898980476801
"11656_4",0.47327034000130785
"2322_4",0.5462629125555103
"8703_1",0.3072314377713376
"7483_1",0.21296947762803425
"6007_10",0.7786680805661187
"12424_4",0.15874089884338824
"4672_1",0.038578082087350425
"10841_3",0.11865154306634709
"8954_7",0.420958318231394
"7392_1",0.20131098182149548
"10288_8",0.736786135953313
"5343_4",0.13228395374091095
"4950_1",0.04069404231015549
"9257_4",0.5694684813957017
"8689_3",0.24169475795583364
"4480_2",0.34025909396966675
"9286_10",0.8548311502983144
"12245_10",0.9414560265416616
"7529_7",0.7456423389922502
"4_4",0.33092870673148794
"5299_2",0.08740318621872598
"12077_8",0.6032230043458443
"10701_2",0.09386526166264236
"11579_1",0.10015266649739449
"10993_1",0.1683112602985365
"8913_1",0.16444678173000005
"1350_3",0.28708198622143666
"3804_2",0.19657669907903103
"5025_3",0.41111975513883325
"5170_8",0.4257484516223237
"8225_8",0.8626275610938655
"6427_7",0.7464128649243899
"3165_3",0.48460504129396514
"7902_9",0.9092138660169943
"8208_3",0.0484768832884519
"3577_8",0.7757070098755451
"4865_1",0.1737585555688865
"9063_3",0.3360084753649303
"1106_1",0.41780176521832174
"1117_9",0.8830578227044623
"1050_4",0.4071664881313936
"10755_9",0.6074361269159159
"2729_8",0.7262683020094023
"10072_10",0.877841457181708
"2904_7",0.8187710190241061
"4584_2",0.5404037956881208
"189_4",0.5881575665562071
"6302_4",0.40803782740635247
"8138_9",0.6543936882934703
"1262_1",0.29013329229586193
"2199_10",0.835039750504992
"6551_7",0.7111236779427451
"8082_7",0.426272655871345
"4897_8",0.8702052060575057
"7360_1",0.12676114332770275
"11012_10",0.762389274412951
"12046_1",0.48775942708617664
"2331_2",0.45895321865017985
"8961_9",0.8026929182137604
"751_7",0.5504987339124083
"9884_10",0.721219475676095
"10016_8",0.813655994224181
"8023_10",0.782913283105589
"2628_1",0.08931408842453732
"5832_1",0.08049074949612424
"7302_1",0.12049245913979784
"4501_3",0.38061506877873136
"1121_7",0.5381375541999255
"8334_3",0.5048291442642026
"9789_10",0.4327879468489872
"4230_10",0.8184729140761182
"824_4",0.2837499176418109
"6803_9",0.7711549276122676
"3086_7",0.7287902405825964
"1135_8",0.828000868624782
"10136_1",0.08691445323250119
"11129_3",0.11979841543630744
"2072_8",0.644610910312671
"9501_7",0.8603151763589103
"319_10",0.7580024938209499
"1693_7",0.8438286329308897
"10886_1",0.04088234750500218
"9406_8",0.6592040934764444
"10376_10",0.33677855716261385
"9902_1",0.170351035683988
"9938_8",0.39991102179123184
"7080_9",0.6913598063969489
"11944_8",0.6053206588139554
"5249_1",0.08820310292129088
"9599_2",0.2826807890858194
"9620_1",0.27901282584433196
"11244_1",0.1621800947763428
"6841_10",0.8796812285175926
"10050_4",0.6653167166711245
"10512_9",0.8028880262309226
"11327_3",0.10472752484612642
"10681_8",0.7814406528719063
"808_3",0.4839494975604434
"546_7",0.8982120364973748
"10765_1",0.04850934020081479
"7189_9",0.6179670462976571
"6005_9",0.768907139814932
"11915_9",0.7213441843930799
"5740_10",0.7190753968248237
"7097_10",0.3779212705054234
"9573_10",0.6154104121004169
"5084_4",0.4398883236553691
"12332_7",0.5231426417308372
"8154_1",0.13330829024819033
"5610_1",0.3244042202315905
"5323_9",0.6748740450680062
"11034_8",0.6860671083356847
"3977_2",0.32014188184290887
"12380_7",0.29342933369068136
"1737_8",0.5377047564288465
"6030_9",0.6662764364308793
"5918_7",0.8228865679586054
"7061_9",0.594605654731845
"266_8",0.8429991656234772
"1375_10",0.798996244704333
"8648_3",0.08529568656166285
"10146_10",0.8615678622183668
"4578_10",0.7510702475747437
"4685_8",0.7824135339033749
"11843_9",0.7038402830312382
"5467_10",0.9063877888905416
"10140_10",0.7809980458211191
"7721_8",0.8708374841683816
"11208_10",0.41058775945562564
"1063_10",0.7467069369615182
"8260_10",0.6536045484374342
"3182_9",0.792543198758779
"2797_8",0.7620969336383832
"7613_2",0.8077495229297265
"11624_4",0.24792015745158563
"4847_10",0.8810238765842064
"10684_7",0.5432742532799156
"6312_1",0.45423790706242134
"4925_3",0.15133279755560206
"4125_1",0.04049627171001603
"2394_10",0.9584657704164946
"12105_10",0.7513227043740769
"7812_1",0.06938816923204913
"1061_8",0.7680221600207464
"9343_3",0.5224410624213005
"7696_10",0.9077394531706864
"9355_10",0.955148474873194
"782_9",0.890959826337159
"9882_10",0.9577331762530508
"10642_10",0.7474600792459039
"7410_2",0.15530599472269663
"9591_4",0.15772914440296917
"11902_3",0.3122103317146229
"3495_7",0.270193200819788
"6733_1",0.07449030779470371
"4552_1",0.01208440260381865
"6722_1",0.2011325648212229
"188_10",0.7760522617485801
"5099_10",0.8312029600952179
"10313_1",0.23917110542315848
"6756_9",0.7110638416648108
"6622_2",0.09944973024421838
"4807_10",0.9262953667499275
"7173_3",0.37142800003161336
"11321_8",0.6388365255317993
"7909_9",0.3798414231059354
"8012_7",0.20183370616609916
"8615_4",0.2113475935015823
"8117_10",0.7894987031984522
"1892_10",0.663667478118508
"4617_1",0.25236521903730136
"1893_8",0.7579585279361625
"5435_1",0.1163769045099983
"162_3",0.205177572414646
"6516_10",0.8706050312274368
"11588_7",0.7518498233659269
"2006_1",0.15451073589354883
"1594_4",0.35672996174438554
"1472_1",0.050514906660505426
"3647_1",0.37349361827893757
"174_7",0.74458897710227
"5539_7",0.23205810085020198
"3384_10",0.9599460042195652
"3811_4",0.46526643181269317
"4079_8",0.4936076160570956
"1179_7",0.5478459841240159
"3069_9",0.9357406936871677
"3769_8",0.681803385156483
"9247_10",0.6894485270898815
"10434_1",0.11292429735508713
"1147_10",0.8552641527250284
"5344_7",0.7798854884478952
"8073_10",0.7611506913651059
"7833_3",0.13123622604635043
"8370_1",0.14769281264483655
"9007_8",0.3992009145516724
"6624_7",0.48639817954499126
"6683_3",0.2154200842375916
"12275_7",0.5895396187366675
"11927_8",0.7905177765571844
"1560_10",0.8893113722513677
"1325_9",0.5115620078788482
"3548_8",0.3739486851129936
"607_1",0.0767901475116614
"6702_7",0.5868674426630258
"5702_3",0.09384116229755768
"11345_8",0.8347415500973902
"3428_4",0.39240096756355264
"7209_9",0.9438139295531672
"8425_8",0.8010626104198946
"3087_1",0.3069120630712443
"1119_8",0.5897586021564388
